year,origin_city,origin_province,target_province,target_city,tons,distance_km,ton_km,scenario
2020,440300,guangdong,guangdong,440400,6832.9476270000005,113.943,778566.551463261,neighbor_prov
2020,310000,shanghai,zhejiang,330800,2023.2716094,406.555,822571.1891596171,neighbor_prov
2020,440100,guangdong,guangdong,440400,1694.13250995,130.909,221777.19274504454,neighbor_prov
2020,610100,shaanxi,henan,410300,1330.5048273,373.63,497116.518624099,neighbor_prov
2020,410100,henan,henan,410300,669.4951727,137.744,92218.9430683888,neighbor_prov
2020,410100,henan,hubei,420800,406.558636,515.2239999,209468.76663380812,neighbor_prov
2020,330100,zhejiang,zhejiang,330800,1000.3171275000001,220.883,220953.04807358253,neighbor_prov
2020,420100,hubei,hubei,420800,890.27643465,226.4549999,201607.5499196381,neighbor_prov
2020,430100,hunan,hubei,420800,838.2941820000001,403.982,338655.7602327241,neighbor_prov
2020,340100,anhui,zhejiang,330800,783.1117480500001,438.179,343143.12264880096,neighbor_prov
2020,320100,jiangsu,zhejiang,330800,669.4320654,435.409,291476.7461637486,neighbor_prov
2020,420600,hubei,hubei,420800,664.00648965,131.683,87438.36657658096,neighbor_prov
2020,500000,chongqing,hubei,420800,543.2786595,668.89,363393.662552955,neighbor_prov
2020,420300,hubei,hubei,420800,476.7239367,292.4429999,139414.57817268572,neighbor_prov
2020,350200,fujian,jiangxi,360700,343.684410075,444.567,152790.74713381255,neighbor_prov
2020,441900,guangdong,guangdong,440400,337.68474759000003,129.7,43797.711762423,neighbor_prov
2020,330200,zhejiang,zhejiang,330800,298.743287895,333.577,99653.88974615041,neighbor_prov
2020,410200,henan,hubei,420800,180.86166150000025,552.771,99975.08148901664,neighbor_prov
2020,320500,jiangsu,zhejiang,330800,288.45528075000004,369.641,106624.89843171077,neighbor_prov
2020,350100,fujian,zhejiang,330800,280.87026138000004,464.506,130465.92163257829,neighbor_prov
2020,320300,jiangsu,zhejiang,330800,266.504608845,720.59,192040.55608761858,neighbor_prov
2020,350500,fujian,jiangxi,360700,260.18506503,513.471,133597.48552601913,neighbor_prov
2020,460100,hainan,guangdong,440400,258.26737734000005,566.654,146348.2424392204,neighbor_prov
2020,360100,jiangxi,jiangxi,360700,258.11507038499997,390.039,100674.943937895,neighbor_prov
2020,440600,guangdong,guangdong,440400,228.404223855,126.661,28929.907397698156,neighbor_prov
2020,330600,zhejiang,zhejiang,330800,222.86679759,250.0499999,55727.84271509282,neighbor_prov
2020,450100,guangxi,guangdong,440400,212.478010965,607.0039999,128975.00254655107,neighbor_prov
2020,321000,jiangsu,zhejiang,330800,206.7066747,475.554,98300.1859802838,neighbor_prov
