year,province,generated_tons,formal_served_tons,informal_total_tons,informal_ton_km,recovered_tons,unrecycled_tons,scenario
2020,xinjiang,255.42460353,0.0,255.42460353,2554.2460353,255.42460353,0.0,baseline_inprov
2020,yunnan,1069.6200047,0.0,1069.6200047,10696.200047,1069.6200047,0.0,baseline_inprov
2020,zhejiang,5375.69015324,2662.546810428,2713.143342812,27131.433428120003,5375.69015324,0.0,baseline_inprov
2021,anhui,7721.7898626,0.0,7721.7898626,77217.898626,7721.7898626,0.0,baseline_inprov
2021,beijing,12728.04205,0.0,12728.04205,127280.42050000001,12728.04205,0.0,baseline_inprov
2021,chongqing,2787.944689,0.0,2787.944689,27879.44689,2787.944689,0.0,baseline_inprov
2021,fujian,6569.9917191,0.0,6569.9917191,65699.917191,6569.9917191,0.0,baseline_inprov
2021,gansu,2072.98567505,0.0,2072.98567505,20729.8567505,2072.98567505,0.0,baseline_inprov
2021,guangdong,44217.79550386,22108.897751929995,22108.897751930006,221088.97751930004,44217.795503860005,0.0,baseline_inprov
2021,guangxi,3388.98487406,0.0,3388.98487406,33889.8487406,3388.98487406,0.0,baseline_inprov
2021,guizhou,2250.49633108,0.0,2250.49633108,22504.9633108,2250.49633108,0.0,baseline_inprov
2021,hainan,1939.77837608,0.0,1939.77837608,19397.7837608,1939.77837608,0.0,baseline_inprov
2021,hebei,6101.7239358,0.0,6101.7239358,61017.239358,6101.7239358,0.0,baseline_inprov
2021,heilongjiang,3515.19326411,0.0,3515.19326411,35151.9326411,3515.19326411,0.0,baseline_inprov
2021,henan,11504.11969685,2000.0,9504.11969685,95041.19696850001,11504.11969685,0.0,baseline_inprov
2021,hubei,10575.48923886,5287.744619429999,5287.744619430001,52877.446194300006,10575.48923886,0.0,baseline_inprov
2021,hunan,8655.12044965,4327.560224825,4327.560224825001,43275.602248250005,8655.12044965,0.0,baseline_inprov
2021,inner mongolia,2207.4159044000003,0.0,2207.4159044000003,22074.159044,2207.4159044000003,0.0,baseline_inprov
2021,jiangsu,11263.9102387,0.0,11263.9102387,112639.102387,11263.9102387,0.0,baseline_inprov
2021,jiangxi,4309.18090122,2536.09654247,1773.0843587500005,17730.843587500003,4309.18090122,0.0,baseline_inprov
2021,jilin,1734.70557541,0.0,1734.70557541,17347.055754099998,1734.70557541,0.0,baseline_inprov
2021,liaoning,2987.95711247,0.0,2987.95711247,29879.5711247,2987.95711247,0.0,baseline_inprov
2021,ningxia,681.0888463399999,0.0,681.0888463399999,6810.8884634,681.0888463399999,0.0,baseline_inprov
2021,qinghai,395.47099163,0.0,395.47099163,3954.7099163,395.47099163,0.0,baseline_inprov
2021,shaanxi,7796.327468619999,0.0,7796.327468619999,77963.27468619999,7796.327468619999,0.0,baseline_inprov
2021,shandong,13008.2852502,0.0,13008.2852502,130082.852502,13008.2852502,0.0,baseline_inprov
2021,shanghai,9275.215279,0.0,9275.215279,92752.15279,9275.215279,0.0,baseline_inprov
2021,shanxi,4165.9873149000005,0.0,4165.9873149000005,41659.87314900001,4165.9873149000005,0.0,baseline_inprov
2021,sichuan,9385.93801241,0.0,9385.93801241,93859.38012409999,9385.93801241,0.0,baseline_inprov
